sehir,isim,adres
 ANKARA, KARACABEY SOKAK," GÜNDOĞDU MAH. KARACABEY SOKAK NO:14     
 MUĞLA, KARABAĞ OTOPARKı," Gümüşlük 1135 sk. 
  48000 
 İZMIR, KARAAHMETOĞLU OTOPARK," AKDENİZ MAH. 1370 SOK. NO:19     
 ESKIŞEHIR, KAR KAPALI OTOPARK," İSTİKLAL MAH. SELİM SOKAK  NO:24     
 İSTANBUL, KAPTAN OTOPARK," GÖZTEPE MAH. KAPTANİHSAN SOK. NO:1     
 İSTANBUL, KAPTAN OTO PARK," MERKEZ MAH. SEFİR SOKAĞI NO:20     
 ANKARA, KAPLAN OTOPARK," DOĞANBEY MAH. ÇANKIRI CAD. NO:73 D:A     
 İSTANBUL, KAPALI OTOPARK," İSTİKLAL MAH. BİRLİK CAD. NO:2 D:B     
 TEKIRDAĞ, KAPALI OTOPARK," ORTACAMİ Mah. KOLORDU CAD.  NO:5    
 İZMIR, KAPALI OTOPARK," ONUR MAH. MİTHATPAŞA CAD. NO:1460 D:2 EGEPARK AVM   
 MERSIN, KAPALI OTOPARK," NUSRATİYE MAH. 5009. SOKAK NO:2     
 MERSIN, KAPALI OTOPARK," CAMİ ŞERİF MAH. URAY CAD. NO:44 D:A     
 İZMIR, KAPALI OTAPARK," EVKA 3 MAH. 119/1 SOKAK NO:1     
 ANKARA, KAPALI OTAPARK," KIZILAY MAH. MENEKŞE 1 SOKAK NO:12 D:A     
 ZONGULDAK, KANTARCI OTOPARK," ÇAY MAH. GÜNEŞ MÜFTÜOĞLU SOKAK NO:4 DAİRE:A    
 HATAY, KANATLI OTOPARKI," ÇAY MAH. KANATLI CAD. NO:28    
 HATAY, KANATLI OTOPARKI," ÇAY MAH. KANATLI CAD. NO:38    
 ESKIŞEHIR, KANATLI KAPALI OTOPARKI," HOŞNUDİYE MAH. AMBARLAR SOKAK  NO:4     
 ESKIŞEHIR, KANATLI," HOŞNUDİYE MAH. KOLCU SOKAK NO:8     
 ANTALYA, KAMİL OTOPARK," BALBEY MAH. 445. SOKAK NO:3 D:A     
 İSTANBUL, KALYONCU OTOPARK," MERKEZ MAH. ORTA ÇEŞME CAD. NO:71     
 ESKIŞEHIR, KALENDER OTOPARK," HOŞNUDİYE MAH. AMBARLAR SOKAK  NO:66     
 ESKIŞEHIR, KALENDER," HOŞNUDİYE MAH. SAĞIN SOKAK NO:55     
 KAHRAMANMARAŞ, KALE OTOPARK," YUSUFLAR MAH. ŞEKERDERE BULVARI NO:2    
 SAMSUN, KALE," KALE MAH. AFITAP SOKAK     
 İSTANBUL, KALAMIŞ TURİNK,"
 İZMIR, KAHRAMANLAR OTOPARKI," KAHRAMANLAR MAH. 1424 SOKAK NO:19     
 İSTANBUL, KAHRAMAN OTOPARK," KULOĞLU MAH. AĞA HAMAMI SOKAK NO:18     
 İSTANBUL, KAFES OTOPARK," KURUÇEŞME MAH. KIRBAÇ SOK.  NO:17 D:5     
 İSTANBUL, KADIRGA OTOPARK," ŞEHSUVARBEY MAH. KADIRGA LİMANI CAD. NO:78     
 İSTANBUL, KADIRGA MEYDANI SOKAK,"
 İSTANBUL, KADIKÖY SÖĞÜTLÜ ÇEŞME,"
 İSTANBUL, KADIKÖY SALI PAZARI,"
 İSTANBUL, KADIKÖY RIHTIM PTT ÖNÜ,"
 İSTANBUL, KADIKÖY RIHTIM OTEL ÖNÜ,"
 İSTANBUL, KADIKÖY RIHTIM İSKELE CAD.,"
 İSTANBUL, KADIKÖY RIHTIM 2,"
 İSTANBUL, KADIKÖY İSKİ ÖNÜ,"
 İSTANBUL, KADIKÖY HSBC BANK YANI,"
 İSTANBUL, KADIKÖY EVLENDİRME DAİRESİ ÖNÜ,"
 İSTANBUL, KADIKÖY AÇIK (İSKİ ARITMA ÖNÜ),"
 İSTANBUL, KABATAŞ SETÜSTÜ,"
 İSTANBUL, KABATAŞ İSKELESİ,"
 İSTANBUL, KABASAKAL MEDRESE ÖNÜ,"
 İSTANBUL, KABASAKAL HALICILAR ÖNÜ,"
 İSTANBUL, KAAN OTOPARK," ESKİŞEHİR MAH. PEŞKİRAĞASI SOKAĞI NO:33 D:A     
 SAKARYA, KAAN," CUMHURİYET MAH. GÖKALP SOKAK NO:17     
 İSTANBUL, K.S.K.D KAPALI OTOPARK," CAMİİ KEBİR MAH. BÜLENT DEMİR CAD. NO:4 DAİRE:A     
 İSTANBUL, K.AVİZECİLER,"
 İSTANBUL, K-2 OTOPARK," GÖZTEPE MAH. RAMİ SOKAK NO:1 İSTOÇ MARKET-K 2   
 ZONGULDAK, JET OTO," TERAKKİ MAH. MEHMET AKİF ERSOY CAD. NO:12 D:A    
 İZMIR, İZMİR BÜYÜKŞEHIR BELEDIYESİ KÜLTÜRPARK YERALTI OTOPARKI," KAHRAMANLAR MAH. KAHRAMANLAR FUAR İÇİ CAD. BASMANE FUAR İÇİ   
 İZMIR, İZMİR BÜYÜK ŞEHİR BELEDİYESİ OTOPARK," DONANMACI MAH. BAHRİYE ÜÇOK BULVARI     
 İZMIR, İZMİR BÜYÜK ŞEHİR BELEDİYESİ AÇIK OTOPARKI," İNCİRALTI MAH. BAKÜ BULVARI NO:40 D:B     
 İZMIR, İZELMAN AŞ OTOPARK," KÜLTÜR MAH. 1475 SOKAK NO:4     
 İSTANBUL, İTÜ VAKFI OTOPARKI," VİŞNEZADE MAH. HÜSREV GEREDE CAD. NO:61     
 İSTANBUL, İTİMAT OTOPARK," FEVZİÇAKMAK MAH. FATİH CAD. NO:116 DAİRE:B     
 İSTANBUL, İTİMAT GARAJI," BOZKURT MAH. SADRİ MAKSUDİ ARSAL SOKAK NO:39 D:B     
 İSTANBUL, İŞPARK HAYRİYE TÜCCARI," KATİP KASIM MAH. HAYRİYE TÜCCARI CAD.     
 İSTANBUL, İŞPARK," SEYİTNİZAM MAH. MEVLANA CAD.     
 İSTANBUL, İŞPARK," GÜVEN MAH. İNÖNÜ CAD.     
 İSTANBUL, İŞPARK," ÇAĞLAYAN MAH. VATAN CAD. NO:55     
 İSTANBUL, İŞPARK," NİŞANCI MAH. SİLAHTARAĞA CAD.     
 İSTANBUL, İŞ PARK OTOPARK," KARTALTEPE MAH. TERAKKİ SOKAK     
 İSTANBUL, İŞ PARK," ORTABAYIR MAH. TALATPAŞA CAD. NO:68     
 İSTANBUL, İSTİNYE CD.,"
 MALATYA, İSTİKLAL OTOPARKI," İSTİKLAL Mah. 5. SOKAK NO:11    
 İSTANBUL, İSTİKLAL OTOPARK," İSTİKLAL MAH. REŞİTPAŞA CAD. NO:62     
 SAMSUN, İSTİKLAL CAD. B," 19 MAYIS MAH. İSTİKLAL CAD.     
 İSTANBUL, İSTİKLAL CAD.," EVREN MAH. İSTİKLAL CAD. NO:3 DAİRE:A     
 SAMSUN, İSTİKLAL CAD.," 19 MAYIS MAH. İSTİKLAL CAD.     
 SAMSUN, İSTİKLAL CAD.," ULUGAZİ MAH. İSTİKLAL CAD. NO:25     
 MERSIN, İSTEGÜN OTOPARK," BAHÇE MAH. 4608. SOKAK NO:39 D:A     
 ESKIŞEHIR, İSTASYON OTOPARKI," HOŞNUDİYE MAH. AMBARLAR SOKAK      
 MERSIN, İSTASYON OTOPARK," CAMİ ŞERİF MAH. 5232 SOKAK NO:4     
 DENIZLI, İSTASYON CD. OTOPARKI," SARAYLAR Mah. GAZİ MUSTAFA KEMAL BULVARI NO:9 D:A    
 MERSIN, İSTANBULOĞLU OTO PARK," BARIŞ MAH. BAHÇELER CAD. NO:47     
 İSTANBUL, İSTANBUL VALİLİĞİ MERTER ÖZEL KAT OTOPARKI," ABDURRAHMAN NAFİZ GÜRMAN MAH. E-5 KARAYOLU NO:13     
 İSTANBUL, İSTANBUL TRAFİK VAKFI OTOPARKI," KURUÇEŞME MAH. MUALLİM NACİ CAD. NO:50     
 İSTANBUL, İSTANBUL TRAFİK VAKFI," ORTAKÖY MAH. MUALLİM NACİ CAD. NO:18     
 MUĞLA, İSTANBUL OTOPARK," OMURÇA MAH. ARTEMİS CAD. NO:10 D:A     
 İSTANBUL, İSTANBUL OTOPARK," SOFULAR MAH. DOLAP CAD. NO:13 D:A     
 ADANA, İSTANBUL OTOPARK," KOCAVEZİR MAH. 32003. SOKAK NO:13 D:B     
 İSTANBUL, İSTANBUL HİLTON CARPARK," HARBİYE MAH. GÜMÜŞ CAD.     
 İSTANBUL, İSTANBUL CAD.," SAKIZAĞACI MAH. İSTANBUL CAD. NO:102 DAİRE:1C     
 İSTANBUL, İSPARK OTOPARK," MERKEZ MAH. OKTAY CEBECİ SOKAK NO:24     
 İSTANBUL, İSPARK İSTASYON CAD.," YEŞİLKÖY MAH. İSTASYON CAD.     
 İSTANBUL, İSPARK İSTANBUL CAD.," YEŞİLKÖY MAH. YEŞİLKÖY İSTANBUL CAD.     
 İSTANBUL, İSPARK İSKELE CAD.," YEŞİLKÖY MAH. YEŞİLKÖY İSTANBUL CAD.     
 İSTANBUL, İSPARK BİSİKLET PARKI," MECİDİYE MAH. VAPUR İSKELESİ SOK.      
 İSTANBUL, İSPARK," DOĞU MAH. LALE SOK. NO:15     
 İSTANBUL, İSPARK," RUMELİ HİSARI MAH. YAHYA KEMAL CAD.     
 İSTANBUL, İSPARK," MERKEZ MAH. ATABEY SOKAĞI     
 İSTANBUL, İSPARK," BEŞ TELSİZ MAH. SEMİHA ŞAKİR CAD.     
 İSTANBUL, İSPARK," BEŞ TELSİZ MAH. PROF MUAMMER AKSOY CAD.     
 İSTANBUL, İSPARK," YAMAN EVLER MAH. ALEMDAĞ CAD.     
 İSTANBUL, İSPARK," KUŞTEPE MAH. YONCALI SOKAĞI NO:40     
 İSTANBUL, İSPARK," KUŞTEPE MAH. İNÖNÜ CAD. NO:4     
 İSTANBUL, İSPARK," MOLLA GÜRANİ MAH. OĞUZHAN CAD.     
 İSTANBUL, İSPARK," KÜÇÜK AYASOFYA MAH. NAKİLBENT SOKAĞI NO:36     
 İSTANBUL, İSPARK," ALTAYÇEŞME MAH. ATATÜRK CAD.     
 İSTANBUL, İSPARK," CENNET MAH. ZAFER SOK. NO:3 D:A     
 İSTANBUL, İSPARK," HASANPAŞA MAH. UZUNÇAYIRYOLU CAD.     
 İSTANBUL, İSPARK," ORTABAYIR MAH. TALATPAŞA CAD. NO:79     
 İSTANBUL, İSPARK," TELSİZLER MAH. TALATPAŞA CAD. NO:186     
 İSTANBUL, İSPARK," TELSİZLER MAH. TALATPAŞA CAD. NO:136     
 İSTANBUL, İSPARK," ÇAĞLAYAN MAH. VATAN CAD. NO:93     
 İSTANBUL, İSPARK," ÇAĞLAYAN MAH. VATAN CAD. NO:108     
 İSTANBUL, İSPARK," ÇAĞLAYAN MAH. VATAN CAD. NO:90     
 İSTANBUL, İSPARK," MÜEYYEDZADE MAH. KEMERALTI CADDE     
 İSTANBUL, İSPARK," MURADİYE MAH. HÜSREV GEREDE CAD.     
 İSTANBUL, İSPARK," YEŞİLYURT MAH. SİPAHİOĞLU CAD.     
 İSTANBUL, İSPARK," YEŞİLKÖY MAH. DEMİRYOLU CAD.     
 İSTANBUL, İSPARK," SAKIZAĞACI MAH. İSTANBUL CAD.     
 İSTANBUL, İSPARK," KURUÇEŞME MAH. ARNAVUTKÖY KURUÇEŞME CAD.     
 İSTANBUL, İSPARK," BEBEK MAH. CEVDET PASA SOK.      
 İSTANBUL, İSPARK," ARNAVUTKÖY MAH. BEBEK ARNAVUTKÖY CAD.     
 İSTANBUL, İSPARK," ORTAKÖY MAH. AMBARLIDERE SOK.      
 İSTANBUL, İSPARK," YILDIZ MAH. ÇIRAĞAN SOKAĞI NO:83 D:1     
 İSTANBUL, İSPARK," YILDIZ MAH. PALANGA CAD.     
 İSTANBUL, İSPARK," CİHANNUMA MAH. YILDIZ CAD.     
 İSTANBUL, İSPARK," GAYRETTEPE MAH. BALMUMCU DERESİ SOK.      
 İSTANBUL, İSPARK," CANKURTARAN MAH. CAFERİYE SOK.      
 İSTANBUL, İSPARK," CANKURTARAN MAH. İSHAK PAŞA CAD.     
 İSTANBUL, İSPARK," CANKURTARAN MAH. DALBASTI SOK.      
 İSTANBUL, İSPARK," CANKURTARAN MAH. KABASAKAL CAD.     
 İSTANBUL, İSPARK," MERCAN MAH. TACİRHANE SOK.  NO:8 D:A     
 İSTANBUL, İSPARK," BEYAZIT MAH. MEYDAN SOK.      
 İSTANBUL, İSPARK," ALEMDAR MAH. ÇATALÇEŞME SOKAĞI     
 İSTANBUL, İSPARK," HARBİYE MAH. HÜSREV GEREDE CAD. NO:61     
 İSTANBUL, İSPARK," ETİLER MAH. TANBURİ ALİ EFENDİ SOKAĞI     
 İSTANBUL, İSPARK," GAYRETTEPE MAH. VEFA BEY SOK.      
 İSTANBUL, İSPARK," GAYRETTEPE MAH. BAHAR SOK.  NO:1     
 İSTANBUL, İSPARK," GAYRETTEPE MAH. YENER SOK.      
 İSTANBUL, İSPARK," ORTAKÖY MAH. GÜRCÜ KIZI SOK.      
 İSTANBUL, İSPARK," CENNET Mah. BARBAROS CAD.   NO:3a CENNET KONAKLARI   
 SAMSUN, İSMET PAŞA CAD.," ÇİFTLİK MAH. İSMET PAŞA CAD. NO:74     
 SAMSUN, İSMET PAŞA CAD.," ÇİFTLİK MAH. İSMET PAŞA CAD. NO:67     
 İSTANBUL, İSMAR," ORTAKÖY MAH. AMBARLIDERE SOK.      
 İSTANBUL, İSMAİL TANCAR," KONAKLAR MAH. ÇINAR SOK.  NO:2 D:B     
 İSTANBUL, İSMAİL EREZ BULVARI," OSMANİYE MAH. İSMAİL EREZ BULVARI NO:11     
 SAKARYA, İSLAMOĞLU," GÜNEŞLER YENİ MAH. HAL CAD.     
 İZMIR, İSLAM KERİMOV CAD.," MERKEZ MAH. İSLAM KERİMOV CAD. NO:2 D:C     
 İSTANBUL, İSKİ,"
 İSTANBUL, İSKETE OTOPARK," MERKEZ MAH. İSKETE SOKAK NO:17     
 İSTANBUL, İSHAKPAŞA CAD. ,"
 İSTANBUL, İRFAN SOK.," ORHANTEPE MAH. İRFAN SOK. NO:10     
 İZMIR, İREM OTOPARK," MERSİNLİ MAH. 2823. SOKAK NO:142     
 SAKARYA, İPEK," TIĞCILAR MAH. İPEK SOKAK     
 İSTANBUL, İNTERKAT OTOPARK," HARBİYE MAH. GÜMÜŞ CAD.     
 İSTANBUL, İNÖNÜ CAD. ,"
 İSTANBUL, İNCİRLİ YOLU SOKAK," OSMANİYE MAH. İNCİRLİ YOLU SOKAK     
 İSTANBUL, İNCİRLİ ÇIKMAZI SOKAK," OSMANİYE MAH. İNCİRLİ ÇIKMAZI SOKAK NO:9     
 ADıYAMAN, İNCİ OTOPARK," MEHMET AKİF MAH. ATATÜRK BULVARI NO:253    
 BURDUR, İNALLAR VİNÇ OTOP. VE KAMYON GARAJ," MEHMET AKİF ERSOY MAH. MEHMET AKİF ERSOY CAD. NO:52    
 İSTANBUL, İMRAN ÖKTEM,"
    FATİH 
 İSTANBUL, İMÇ,"
 MERSIN, İMAR İNŞAAT," ÇANKAYA MAH. İSMET İNÖNÜ BULVARI     
 GAZIANTEP, İMAM KAYALI 2," PANCARLI MAH. BAHRİYE ÜÇOK CAD. NO:1    
  ŞEHİTKAMİL
 HATAY, İLHAMİ OTOPARK," KIŞLA SARAY MAH. ASİ SOKAK NO:19    
 MERSIN, İLAYDA OTOPARK," BARIŞ MAH. 4603. SOKAK NO:2     
 SAMSUN, İHSANİYE," SAİTBEY MAH. İHSANİYE SOKAK     
 MERSIN, İHSAN OTOPARK," KİREMİTHANE MAH. CENGİZ TOPEL CAD. NO:64     
 BALıKESIR, İĞNECİ OTOPARKI," KARAOĞLAN MAH. İĞNECİ SOKAK NO:5 DAİRE:A    
 İSTANBUL, İDRİS KÖŞKÜ CADDESİ," EYÜP MERKEZ MAH. İDRİS KÖŞKÜ CAD. NO:19     
 İSTANBUL, İÇERENKÖY AÇIK OTOPARKI,"
 İZMIR, İBRAHİM AKBAYIR OTOPARK," BARBAROS MAH. MİTHATPAŞA CAD. NO:23     
 KASTAMONU, İBRA HİMOĞLU OTOPARK," HEPKEBİRLER MAH. İNÖNÜ CAD. NO:13 D:A    
 İSTANBUL, İBB TAKSİM OTOPARKI," KOCATEPE MAH. ABDÜLHAK HAMİT CAD. NO:9     
 İZMIR, İBB OTOPARK," BOSTANLI MAH. HASAN ALİ YÜCEL BULVARI     
 İZMIR, İBB OTOPARK," BOSTANLI MAH. 1716 SOK. BOSTANLI VAPUR İSKELESİ YANI   
 İZMIR, İBB OTOPARK," DONANMACI MAH. YALI CAD.     
 İZMIR, İBB OTOPARK," AKDENİZ MAH. GAZİOSMANPAŞA BULVARI HİLTON KARŞISI   
 İZMIR, İBB OTOPARK," KONAK MAH. KÜTÜPHANECİ CAD. NO:5     
 İZMIR, İBB OTOPARK," BARBAROS MAH. 939 SOK. NO:1     
 İSTANBUL, İ.M.P ÖNÜ,"
 ANTALYA, IŞIL OTOPARK," BALBEY MAH. 427. SOKAK NO:19 D:A     
 KOCAELI, IŞIKLAR OTOPARK," ARAPÇEŞME MAH. YENİ BAĞDAT CAD. NO:518     
 İSTANBUL, IŞIK OTOPARK," SOĞANLI MAH. MİMAR SİNAN CAD.     
 İZMIR, ISLAK OTOPARK," ÇALIKUŞU MAH. 3209. SOKAK NO:5 D:A     
 İSTANBUL, IRMAK," KOCAMUSTAFAPAŞA MAH. HACI KADIN CAD. NO:83     
 ANTALYA, INSEL OTOPARK," BALBEY MAH. 435. SOKAK NO:7 D:A     
 İSTANBUL, IHLAMURDERE CADDESİ," TÜRKALİ MAH. IHLAMURDERE CAD.     
 İSTANBUL, IHLAMURDERE CADDESİ," SİNANPAŞA MAH. IHLAMURDERE CAD.     
 ANTALYA, HÜRRİYET CAD.," KÜLTÜR MAH. HÜRRİYET CAD. NO:35 D:B     
 ANKARA, HÜNKARZADE OTOPARKI," BAHÇELİEVLER MAH. AZERBAYCAN CAD. NO:30 D:A     
 ESKIŞEHIR, HÜNER OTOPARK," İSTİKLAL MAH. DEMİRCİLER SOKAK NO:9    
 DIYARBAKıR, HUZUR OTOPARK," MELİKAHMET MAH. MELİKAHMET CAD. NO:21 DAİRE:B    
 İSTANBUL, HUZUR OTOPARK," CAFERAĞA MAH. CEM SOK. NO:29 D:A     
 İSTANBUL, HUZUR OTOPARK," YAMAN EVLER MAH. SİTE YOLU SOKAK     
 İSTANBUL, HUZUR ALTUNİZADE OTOPARK," ALTUNIZADE MAH. MAHIR IZ CAD. NO:31 D:A     
 İSTANBUL, HUZUR," HAMİDİYE MAH. HAKAN SOK. NO:3     
 ANKARA, HUKUK," CEBECİ MAH. CEMAL GÜRSEL CAD. NO:37 D:B     
 İSTANBUL, HORHOR CAD.  ÜZERİ CEP,"
  SOFULAR MAHALLESİ HORHOR CAD.  FATİH
 SAKARYA, HOTEL BALTÜRK OTOPARK," ORTA MAH. ANKARA CAD. NO:53 HOTEL BALTÜRK SAKARYA   
 İSTANBUL, HOCAHANI SOKAK,"
 İSTANBUL, HOCA RÜSTEM MEKTEBİ SK.6-ÇATAL ÇEŞME SK.2,"
 İSTANBUL, HOCA RAGIP CAD. ,"
 İSTANBUL, HOCA KASIM KÖPRÜSÜ SK.,"
 KONYA, HİZMET," ŞEMSİTEBRİZİ MAH. SULTAN VELET CAD. NO:9 D:1     
  KARATAY
 ZONGULDAK, HİSAR OTO KUAFÖR," YENİ MAH. YALI CAD. NO:2    
 İSTANBUL, HİLAL OTOPARK," MERKEZ MAH. ESENLER CAD. NO:57 DAİRE:A     
 ANKARA, HİLAL," KALE MAH. HILAL SOKAĞI     
 İSTANBUL, HIZIR KÜLHANİ SOKAK,"
 İSTANBUL, HERTEK OTOPARKI," ESKİŞEHİR MAH. DERİCİLER SOKAĞI NO:35 D:A     
 İSTANBUL, HEPİŞ OTOPARK," KARTALTEPE MAH. AHU SOKAK NO:20 DAİRE:A     
 ADANA, HAZAL OTOPARK," ÇINARLI MAH. 61003. SOKAK NO:6     
 İSTANBUL, HAYRİYE TÜCCARİYE CAD. ,"
 İSTANBUL, HAYDAR ALİYEV CAD. ,"
    SARIYER 
 YALOVA, HAYAT OTOPARKI," FEVZİ ÇAKMAK MAH. HAYAT SOKAK NO:4    
 İSTANBUL, HAYAT HOLDİNG OTOPARK," ALTUNIZADE MAH. AKAGUNDUZ SOKAK     
 ZONGULDAK, HAYAL OTOPARK," MERKEZ MAH. BİLGİN SOKAK NO:7    
 DIYARBAKıR, HAVİN KAPALI OTOPARK," MEVLANA HALİT Mah. 448. SOKAK NO:2 D:A BAĞ 3   
 HATAY, HATUNOĞLU OTOPARK," MEYDAN MAH. İSTİKLAL CAD. NO:16 D:F    
 MERSIN, HASTANE OTOPARK," ATATÜRK MAH. 37. SOKAK NO:13     
 İSTANBUL, HASKAR OTOPARK," NİNE HATUN MAH. 163. SOK.  NO:3 D:A     
 İSTANBUL, HASEL OTOPARK," SANAYİ MAH. SAADET SOKAĞI NO:37     
 İSTANBUL, HASEKİ,"
 İSTANBUL, HASANPAŞA AÇIK OTOPARKI-YİMPAŞ ÖNÜ,"
 İSTANBUL, HARPUT OTOPARK," FEVZİÇAKMAK MAH. 15 SOKAK NO:1     
 İSTANBUL, HARMAN OTOPARK," GÜLBAHAR MAH. HARMAN YOLU ALT SOKAK NO:2 D:B     
 İSTANBUL, HARK OTOPARK," MECİDİYEKÖY MAH. HARK SOKAK NO:6     
 İSTANBUL, HARBİYE KAPALI OTOPARKI," İNÖNÜ MAH. HARBİYE ÇAYIRI SOKAĞI NO:64 D:A     
 ANKARA, HANIMELİ SOKAK OTOPARKI," KORKUTREİS MAH. HANIMELİ SOKAK     
 İSTANBUL, HANIMELİ SOK. OTOPARKI," TALATPAŞA MAH. HANIMELİ SOK. NO:19 D:A     
 İSTANBUL, HAN GARAGE," HAZNEDAR MAH. KÖŞKLER SOK.  NO:7 D:A     
 İSTANBUL, HAN," CERRAHPAŞA MAH. H ALİ PAŞA CAD. NO:93     
 İSTANBUL, HAMİDİYE CAD. ,"
 İSTANBUL, HALUK TURKSOY ARKA SOKAK," ALTUNIZADE MAH. HALUK TURKSOY ARKA SOKAK NO:11     
 İSTANBUL, HALLEY PARK BARIYER SISTEMLERI," İstoç-Başakşehir
 İSTANBUL, HALİTPAŞA CADDESİ," DÜĞMECİLER MAH. HALİTPAŞA CAD.     
 İSTANBUL, HALİTPAŞA," MERKEZ MAH. HALİTPAŞA CAD. NO:5     
 KOCAELI, HALİL OTOPARK," HACIHALİL MAH. 1105. SOKAK NO:2 D:A     
 İSTANBUL, HALİÇ GARAJI," MÜFTÜ ALİ MAH. MİHRİ KELAM CAD. NO:2 D:A     
 İSTANBUL, HALI SAHA ÖNÜ,"
 MALATYA, HALEP OTOPARK," DABAKHANE Mah. HALEP CAD.  NO:9 D:B    
 ESKIŞEHIR, HAL SOKAK," ESKİBAĞLAR MAH. HAL SOKAK     
 İSTANBUL, HAKAN YEDDİEMİN OTOPARK," KEMALPAŞA MAH. 2/18. SOK.  NO:1     
 İSTANBUL, HAKAN OTOPARK," CUMHURİYET MAH. KIBRIS CAD. NO:45 DAİRE:2     
 İSTANBUL, HAKAN OTOPARK," DUATEPE MAH. LALAŞAHİN SOKAK NO:49 D:A     
 SAKARYA, HAKAN," GÜLLÜK MAH. ADNAN MENDERES CAD. NO:75     
 KONYA, HAKAN," ŞEMSİTEBRİZİ MAH. VALİ İZZET BEY CAD. NO:15     
 İSTANBUL, HADIM ODALARI SOK. ," KATİP KASIM MAH. HADIM ODALARI SOK.  NO:36     
 İSTANBUL, HACIFAZLIOĞLU KAPALI OTO PARK VE OTO YIKAMA," VİŞNEZADE MAH. ŞEHİT MEHMET SOKAK NO:14     
 İSTANBUL, HACI RIZA SOK. ," AYVANSARAY MAH. HACI RIZA SOK.      
 İSTANBUL, HACI MUSTAFA OTOPARK," SİNANPAŞA MAH. HACI MUSTAFA SOKAĞI NO:3     
 ANKARA, HACI BAYRAM," ANAFARTALAR MAH. FIRAT SOKAĞI     
 İSTANBUL, HABEŞ OTO PARK," MERKEZ MAH. FEVZİ ÇAKMAK CAD. NO:20     
 İSTANBUL, H-2 OTOPARK," GÖZTEPE MAH. RAMİ SOKAK NO:1 İSTOÇ MARKET-H 2   
 İSTANBUL, H-1 OTOPARK," GÖZTEPE MAH. RAMİ SOKAK NO:1 İSTOÇ H PLAZA   
 MERSIN, GÜZELLER OTOPARK," MESUDİYE MAH. 5120. SOKAK NO:18     
 İSTANBUL, GÜZELBAHÇE SK.,"
 İSTANBUL, GÜVENLİK CAD. ,"
 KARABÜK, GÜVEN TİCARET," HÜRRİYET MAH. İNÖNÜ CAD. NO:65    
 İSTANBUL, GÜVEN SOKAĞI," ŞİRİNEVLER MAH. GÜVEN SOKAĞI     
 MERSIN, GÜVEN OTOPARK," BAHÇE MAH. 4619. SOKAK NO:5     
 İSTANBUL, GÜVEN OTOPARK," CİHANGİR MAH. SIRASELVİLER CADDE NO:84     
 ANTALYA, GÜVEN OTOPARK," DENİZ MAH. 122. SOKAK     
 İSTANBUL, GÜVEN OTOPARK," MERKEZ MAH. OSMANPAŞA CAD. NO:33     
 İSTANBUL, GÜVEN OTOPARK," HASANPAŞA MAH. NABIZADE SOK.     
 İSTANBUL, GÜVEN OTOPARK," MEHMETAKİF MAH. BAHARİYE CAD.     
 İSTANBUL, GÜVEN GARAJI," BOZKURT MAH. SADRİ MAKSUDİ ARSAL SOKAK NO:39 D:A     
 İSTANBUL, GÜVEN BOZKURT 2," NİŞANCI MAH. OTAKÇILAR CAD.     
 SAKARYA, GÜVEN," SEMERCİLER MAH. SARAÇLAR SOKAK NO:27     
 SAMSUN, GÜVEN," YENİDOĞAN MAH. 68.SOK SOKAK     
 İSTANBUL, GÜRPINAR YOLU CAD. ,"
 İSTANBUL, GÜRKAN OTOPARK," ABDURRAHMAN NAFİZ GÜRMAN MAH. NADİDE SOKAĞI     
 İZMIR, GÜREL OTOPARK," ERGENE MAH. 538. SOKAK NO:65 D:A     
 İZMIR, GÜREL OTOPARK," MANAVKUYU MAH. 538 SOK.  NO:63     
 MUĞLA, GÜR OTOPARK," OMURÇA MAH. CEVAT ŞAKİR CAD. NO:42     
 ANKARA, GÜNİZ SOKAK," BARBAROS MAH. GÜNİZ SOKAK     
 İSTANBUL, GÜNGÖR SOKAK," ÇOBANÇEŞME MAH. GÜNGÖR SOKAK NO:3     
 İSTANBUL, GÜNGÖR," CERRAHPAŞA MAH. KOCAMUSTAFAPAŞA CAD. NO:63 D:A     
 İSTANBUL, GÜNEŞLİ OTOPARK," BAĞLAR MAH. OSMANPAŞA CAD. NO:8 DAİRE:A     
 MERSIN, GÜNEŞ OTOPARK," CAMİ ŞERİF MAH. 5234. SOKAK NO:4     
 İSTANBUL, GÜNEŞ OTOPARK," ABDURRAHMAN NAFİZ GÜRMAN MAH. E-5 KARAYOLU     
 İSTANBUL, GÜNEŞ OTO PARK," MURATPAŞA MAH. TUNA CAD. NO:104 DAİRE:A     
 GAZIANTEP, GÜNEŞ," SANAYİ MAH. 87 CADDE NO:19 KAMYONCULAR SİT.   
 İSTANBUL, GÜNDÜZLER OTOPARK," UĞUR MUMCU MAH. M CAD. NO:76     
 İSTANBUL, GÜNDOĞDU OTOPARK," MAREŞAL ÇAKMAK MAH. VURAL SOK.  NO:4     
 MERSIN, GÜNDOĞDU OTOPARK," BAHÇE MAH. 4608. SOKAK NO:4     
 İSTANBUL, GÜNAYDIN RESTAURANT ÖNÜ,"
 İSTANBUL, GÜNAYDIN OTOPARKI," ALEMDAR MAH. ALAY KÖŞKÜ CAD.     
 İSTANBUL, GÜNAYDIN," CENNET MAH. MİMAR SİNAN CAD. NO:20     
